"name","longitude","latitude","power_gw","epoch","instrument","source_id","source","power_is_estimated","basis_column"
"PFu1276","96.7","53","15.543664326","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM176","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV34","96.2","30.9","7.67160513","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM177","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"JRM178","95.9","-39.4","15.67466577","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM178","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Shakuru Patera","94.5","23.8","49.438648332","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM179","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Svarog Patera","94.1","-48.1","56.850147648","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM180","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Mithra Patera","93.5","-59.6","19.491255666","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM181","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV194","91","-54.2","252.09661284","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM182","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"JRM183","88.5","-16","4.636567008","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM183","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Babbar Patera","88.4","-39.3","65.58893721","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM184","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Lei-Kung C","88","72.6","31.924434186","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM185","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Daedalus Patera","86.3","19","88.6290687","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM186","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Tabiti Patera","84.7","-7.6","136.822193496","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM187","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV46","83.3","7","21.400778178","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM188","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV47","82.4","51.2","2.778417864","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM189","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV49","80.5","6.6","18.67287438","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM190","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Tiwaz Patera","79.7","-70.5","100.865665044","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM191","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV52","78.6","16.1","4.722194034","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM192","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV54","76.9","3.5","9.09502065","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM193","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Ulgen Patera","73","-40.8","588.67573338","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM194","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Hephaestus Patera","70.5","1.4","17.445259944","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM195","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Shurdi Patera","69.5","-38.5","56.822189166","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM196","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Vivasvant Patera","67.2","75.2","401.6805525","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM197","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Xihe","67.1","-58.3","391.92055182","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM198","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Gibil Patera ","65.4","-14.9","17.18372358","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM199","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Purgine Patera","62.8","-2.8","4.947435504","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM200","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Dazhbog Patera","58.7","55.1","63.428421816","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM201","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"E Aten","55.4","-49.2","17.737535826","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM202","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Rarog Patera","55","-41","58.46081886","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM203","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Mandulis Patera","54.8","-30.5","21.945084768","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM205","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Mihr Patera","54.8","-16.6","119.951865756","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM204","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Amaterasu Patera","53.6","38.2","186.13818594","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM206","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Loki Patera","51.3","12.7","1229.80143708","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM207","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Kinich Ahau Patera A","49.6","49.3","117.192142404","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM208","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Quzah Fluctus","49","-30.2","111.53206764","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM209","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Heno Patera","48.5","-57.2","91.454680998","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM210","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Mazda Paterae","47.6","-7.7","140.214319956","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM211","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV93","46.7","63.5","1.681053462","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM212","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Kinich Ahau Patera B","46.6","50.6","12.689775648","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM213","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Upulevo Fluctus","45","-80.2","30.449155356","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM214","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV98","44.2","27.2","2.269013868","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM215","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV99","44.2","18.3","3.430177002","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM216","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"JRM217","40.8","-28.4","157.530318066","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM217","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV102","40.6","-48.8","5.5328193","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM218","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV103","39.7","57.3","12.694268934","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM219","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Manua Patera","38.5","35.6","31.367990988","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM220","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Tol Ava Patera","37.9","1.7","33.528246714","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM221","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Fu1386","37.5","52.6","2.570402268","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM222","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Shoshu Patera","36","-19.3","83.392590222","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM223","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV110","35.1","-40.7","6.037892568","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM224","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Fuchi Patera","32.7","28.3","88.57817721","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM225","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Fu1479","31.6","72.4","0.71640855","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM226","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Hiruko Patera","31.6","-65.2","11.866425516","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM227","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Huo Shen Patera","31.2","-14.8","3.022388442","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM228","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV170","30.4","-49.7","28.026920718","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM229","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV119","28.9","16.9","2.802602412","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM230","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV126","27.2","9.7","4.768907616","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM231","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Horus Patera","25.4","-7.6","3.017011104","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM232","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV129","24.5","24.5","27.322266384","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM233","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Surt","22.9","45.3","98.745809814","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM234","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Kanlaon Patera","22.4","-31.3","146.928625452","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM235","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"JRM236","19.3","40.8","3.87891261","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM236","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Kava Patera","18.9","-16.9","16.448505696","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM237","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Creidne Patera","18.2","-51.9","379.35493866","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM238","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV196","17.9","-26.9","27.59033043","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM239","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Inti Patera","12.7","-68.3","17.93682261","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM240","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PFd1293","12.5","44.3","3.741029676","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM241","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV148","12","9.8","2.597944176","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM242","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"PV150","11.7","-2.6","17.016497838","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM243","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Tiermes Patera","9.80000000000001","22.6","5.360714136","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM244","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"JRM245","7.60000000000002","31.7","2.531130336","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM245","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Talos Patera","6.10000000000002","-26.2","1.51030008","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM246","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Pfu1063","4.89999999999998","43.4","19.271628936","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM247","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
"Paive Patera","1.5","-45.7","49.647577986","2017-03-27/2022-07-05","Juno JIRAM 4.8um","JRM248","Derived from Davies et al. 2024 Supplementary Table S1 using article-level 4.8um radiance-to-thermal-emission scaling (approx. 18 GW per GW/um).","true","max_unsaturated_spectral_radiance_gw_um"
