source_id,name,longitude,latitude,observation_time,wavelength_um,spectral_radiance,spectral_radiance_unit,source
001_g1i003tr_S10_S11_L3_n_converted_spectra_Hi-iaka_Patera_v01,Hi-iaka Patera GP16,79.80000000079997,-3.10000000009,1996-06-28T17:19:21.00Z,0.9924,71.9607,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/001_g1i003tr_S10_S11_L3_n_converted_spectra_Hi-iaka_Patera_v01.csv
002_g1i003tr_S9_S10_L5_n_converted_spectra_Sigurd_Patera_v01,Sigurd Patera GP20,97.40000000060002,-5.9000000003,1996-06-28T17:19:21.00Z,0.9403,87.7744,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/002_g1i003tr_S9_S10_L5_n_converted_spectra_Sigurd_Patera_v01.csv
003_g1i003tr_S12_S13_L5_n_converted_spectra_Gish_Bar_Patera_v01,Gish Bar Patera GP22,89.09999999950003,15.599999999,1996-06-28T17:19:21.00Z,0.9403,24.6983,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/003_g1i003tr_S12_S13_L5_n_converted_spectra_Gish_Bar_Patera_v01.csv
004_g1i003tr_S13_S14_L5_n_converted_spectra_Zal_Patera_v01,Zal Patera GP15,74.8999999971,40.5000000023,1996-06-28T17:19:21.00Z,0.9403,61.5036,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/004_g1i003tr_S13_S14_L5_n_converted_spectra_Zal_Patera_v01.csv
005_g1i003tr_S12_S13_L7_n_converted_spectra_Monan_Patera_v01,Monan Patera GP23,103.79999999699999,20.3000000036,1996-06-28T17:19:21.00Z,0.9403,20.4257,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/005_g1i003tr_S12_S13_L7_n_converted_spectra_Monan_Patera_v01.csv
006_g1i003tr_S12_S13_L9_n_converted_spectra_Amirani_v01,Amirani GP9,116.300000001,23.1999999989,1996-06-28T17:19:21.00Z,0.9729,26.1578,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/006_g1i003tr_S12_S13_L9_n_converted_spectra_Amirani_v01.csv
007_g1i003tr_S7_S8_L10_n_converted_spectra_Malik_Patera_v01,Malik Patera GP20,128.999999999,-33.9999999998,1996-06-28T17:19:21.00Z,0.9924,23.1201,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/007_g1i003tr_S7_S8_L10_n_converted_spectra_Malik_Patera_v01.csv
008_g1i003tr_S12_S13_L10_n_converted_spectra_Maui_Patera_v01,Maui Patera GP4,123.79999999899997,16.2000000006,1996-06-28T17:19:21.00Z,0.9207,14.3785,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/008_g1i003tr_S12_S13_L10_n_converted_spectra_Maui_Patera_v01.csv
009_g1i003tr_S8_S9_L11_n_converted_spectra_Tupan_Patera_v01,Tupan Patera GP22,140.999999999,-18.9999999967,1996-06-28T17:19:21.00Z,0.9859,23.1354,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/009_g1i003tr_S8_S9_L11_n_converted_spectra_Tupan_Patera_v01.csv
010_g1i003tr_S11_S12_L12_n_converted_spectra_Arinna_Fluctus_v01,Arinna Fluctus GP4,146.999999999,32.0000000022,1996-06-28T17:19:21.00Z,1.4629,49.4247,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/010_g1i003tr_S11_S12_L12_n_converted_spectra_Arinna_Fluctus_v01.csv
011_g1i003tr_S10_S11_L14_n_converted_spectra_Prometheus_v01,Prometheus GP21,153.0,0.500000003048,1996-06-28T17:19:21.00Z,0.9468,86.6692,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/011_g1i003tr_S10_S11_L14_n_converted_spectra_Prometheus_v01.csv
012_g1i003tr_S8_S9_L15_n_converted_spectra_Culann_v01,Culann GP6,161.5,19.9000000011,1996-06-28T17:19:21.00Z,0.8337,33.4063,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/012_g1i003tr_S8_S9_L15_n_converted_spectra_Culann_v01.csv
013_g1i003tr_S11_S12_L16_n_converted_spectra_Zamama_v01,Zamama GP20,174.0,18.0000000011,1996-06-28T17:19:21.00Z,1.0938,52.8863,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/013_g1i003tr_S11_S12_L16_n_converted_spectra_Zamama_v01.csv
014_g1i003tr_S7_S8_L7_n_converted_spectra_Altjirra_v01,Altjirra GP24,108.0,-34.9999999995,1996-06-28T17:19:21.00Z,1.1457,41.7092,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/014_g1i003tr_S7_S8_L7_n_converted_spectra_Altjirra_v01.csv
015_g2i006tr_S9_S10_L3_n_converted_spectra_Reiden_Patera_region_v01,Reiden Patera region,-124.00000000199998,-13.0000000004,1996-09-07T21:32:35.00Z,5.2101,74.4149,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/015_g2i006tr_S9_S10_L3_n_converted_spectra_Reiden_Patera_region_v01.csv
016_g2i007tr_S10_S11_L2_n_converted_spectra_Pele_and_Reiden_Patera_v01,Pele and Reiden Patera,-124.00000000199998,-13.0000000004,1996-09-07T22:24:09.00Z,2.948,71.3045,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/016_g2i007tr_S10_S11_L2_n_converted_spectra_Pele_and_Reiden_Patera_v01.csv
017_g2i007tr_S10_S11_L3_n_converted_spectra_Pele_and_Reiden_Patera_v01,Pele and Reiden Patera,-124.00000000199998,-13.0000000004,1996-09-07T22:24:09.00Z,5.2101,83.4494,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/017_g2i007tr_S10_S11_L3_n_converted_spectra_Pele_and_Reiden_Patera_v01.csv
018_g2i008tr_S10_S11_L2_n_converted_spectra_Pele_and_Reiden_Patera_v01,Pele and Reiden Patera,-124.00000000199998,-13.0000000004,1996-09-07T23:24:49.00Z,5.2101,57.4948,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/018_g2i008tr_S10_S11_L2_n_converted_spectra_Pele_and_Reiden_Patera_v01.csv
019_g2i008tr_S10_S11_L3_n_converted_spectra_Reiden_Patera_region_v01,Reiden Patera region,-124.00000000199998,-13.0000000004,1996-09-07T23:24:49.00Z,5.2101,73.9501,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/019_g2i008tr_S10_S11_L3_n_converted_spectra_Reiden_Patera_region_v01.csv
020_g2i009tr_S10_S11_L3_n_converted_spectra_Pele_and_Reiden_Patera_v01,Pele and Reiden Patera,-124.00000000199998,-13.0000000004,1996-09-08T00:39:38.00Z,5.2101,72.8785,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/020_g2i009tr_S10_S11_L3_n_converted_spectra_Pele_and_Reiden_Patera_v01.csv
021_g2i010tr_S7_S8_L1_n_converted_spectra_Babbar_Patera_region_v01,Babbar Patera region,-88.20000000099998,-39.3999999989,1996-09-08T03:10:17.00Z,5.2101,96.0211,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/021_g2i010tr_S7_S8_L1_n_converted_spectra_Babbar_Patera_region_v01.csv
022_g2i010tr_S8_S9_L2_n_converted_spectra_Pele_and_Reiden_Patera_v01,Pele and Reiden Patera,-124.00000000199998,-13.0000000004,1996-09-08T03:10:17.00Z,2.3821,48.4098,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/022_g2i010tr_S8_S9_L2_n_converted_spectra_Pele_and_Reiden_Patera_v01.csv
023_g2i010tr_S8_S9_L3_n_converted_spectra_Reiden_Patera_region_v01,Reiden Patera region,-124.00000000199998,-13.0000000004,1996-09-08T03:10:17.00Z,5.2101,124.515,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/023_g2i010tr_S8_S9_L3_n_converted_spectra_Reiden_Patera_region_v01.csv
024_g2i011tr_S7_S8_L1_n_converted_spectra_Babbar_Patera_region_v01,Babbar Patera region,-88.20000000099998,-39.3999999989,1996-09-08T05:18:42.00Z,5.2101,103.887,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/024_g2i011tr_S7_S8_L1_n_converted_spectra_Babbar_Patera_region_v01.csv
025_g2i011tr_S8_S9_L2_n_converted_spectra_Pele_and_Reiden_Patera_v01,Pele and Reiden Patera,-124.00000000199998,-13.0000000004,1996-09-08T05:18:42.00Z,4.6453,35.8905,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/025_g2i011tr_S8_S9_L2_n_converted_spectra_Pele_and_Reiden_Patera_v01.csv
026_c3i002tr_S5_S6_L48_n_converted_spectra_Maui_v01,Maui GP24,123.79999999899997,16.2000000006,1996-11-06T11:52:36.00Z,0.9599,243.653,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/026_c3i002tr_S5_S6_L48_n_converted_spectra_Maui_v01.csv
027_c3i002tr_S6_S7_L48_n_converted_spectra_Amirani_-_Maui_region_v01,Amirani - Maui region GP24,116.300000001,23.1999999989,1996-11-06T11:52:36.00Z,0.9859,251.193,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/027_c3i002tr_S6_S7_L48_n_converted_spectra_Amirani_-_Maui_region_v01.csv
028_c3i002tr_S7_S8_L96_n_converted_spectra_Malik_Patera_v01,Malik Patera,128.999999999,-33.9999999998,1996-11-06T11:52:36.00Z,0.9533,150.853,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/028_c3i002tr_S7_S8_L96_n_converted_spectra_Malik_Patera_v01.csv
029_e4i002tr_S15_S16_L17_n_converted_spectra_Hi-iaka_Patera_v01,Hi-iaka Patera,79.80000000079997,-3.10000000009,1996-12-17T19:14:21.00Z,5.2101,110.081,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/029_e4i002tr_S15_S16_L17_n_converted_spectra_Hi-iaka_Patera_v01.csv
030_e4i002tr_S15_S16_L19_n_converted_spectra_Sigurd_Patera_v01,Sigurd Patera,97.40000000060002,-5.9000000003,1996-12-17T19:14:21.00Z,5.2101,135.11,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/030_e4i002tr_S15_S16_L19_n_converted_spectra_Sigurd_Patera_v01.csv
031_e4i003tr_S16_S17_L15_n_converted_spectra_Hi-iaka_Patera_v01,Hi-iaka Patera,79.80000000079997,-3.10000000009,1996-12-17T19:16:14.00Z,5.2101,116.288,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/031_e4i003tr_S16_S17_L15_n_converted_spectra_Hi-iaka_Patera_v01.csv
032_e4i003tr_S15_S16_L18_n_converted_spectra_Sigurd_Patera_v01,Sigurd Patera,97.40000000060002,-5.9000000003,1996-12-17T19:16:14.00Z,5.2101,129.124,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/032_e4i003tr_S15_S16_L18_n_converted_spectra_Sigurd_Patera_v01.csv
033_e4i010tr_S16_S17_L11_n_converted_spectra_Hi-iaka_region_v01,Hi-iaka region,79.80000000079997,-3.10000000009,1996-12-17T21:27:58.00Z,5.2101,99.1831,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/033_e4i010tr_S16_S17_L11_n_converted_spectra_Hi-iaka_region_v01.csv
034_e4i010tr_S15_S16_L13_n_converted_spectra_Emakong_Patera_v01,Emakong Patera,119.99999999900001,-3.00000000055,1996-12-17T21:27:58.00Z,5.2101,256.302,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/034_e4i010tr_S15_S16_L13_n_converted_spectra_Emakong_Patera_v01.csv
035_e4i011tr_S16_S17_L17_n_converted_spectra_Hi-iaka_Patera_v01,Hi-iaka Patera,79.80000000079997,-3.10000000009,1996-12-17T21:28:41.00Z,1.2626,151.7,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/035_e4i011tr_S16_S17_L17_n_converted_spectra_Hi-iaka_Patera_v01.csv
036_e4i011tr_S15_S16_L21_n_converted_spectra_Emakong_region_-_no_backplanes_v01,Emakong region - no backplanes,119.99999999900001,-3.00000000055,1996-12-17T21:28:41.00Z,1.2626,568.956,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/036_e4i011tr_S15_S16_L21_n_converted_spectra_Emakong_region_-_no_backplanes_v01.csv
038_e4i004tr_S8_S9_L11_n_converted_spectra_Pele_v01,Pele,-104.300000001,-18.3999999995,1996-12-19T13:38:45.00Z,2.3821,73.0861,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/038_e4i004tr_S8_S9_L11_n_converted_spectra_Pele_v01.csv
039_e4i005tr_S8_S9_L18_n_converted_spectra_Pele_v01,Pele,-104.300000001,-18.3999999995,1996-12-19T13:39:19.00Z,0.8403,77.2223,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/039_e4i005tr_S8_S9_L18_n_converted_spectra_Pele_v01.csv
041_e4i006tr_S12_S13_L12_n_converted_spectra_Mulungu_Patera-Susanoo_Patera_region_v01,Mulungu Patera-Susanoo Patera region,-142.5,17.2000000004,1996-12-19T13:40:20.00Z,5.2101,18.2793,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/041_e4i006tr_S12_S13_L12_n_converted_spectra_Mulungu_Patera-Susanoo_Patera_region_v01.csv
042_e4i006tr_S9_S10_L14_n_converted_spectra_Pillan_v01,Pillan,-116.0,-11.9999999984,1996-12-19T13:40:20.00Z,0.8403,58.1955,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/042_e4i006tr_S9_S10_L14_n_converted_spectra_Pillan_v01.csv
043_e4i006tr_S9_S10_L16_n_converted_spectra_Pele_v01,Pele,-104.300000001,-18.3999999995,1996-12-19T13:40:20.00Z,1.8197,95.4627,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/043_e4i006tr_S9_S10_L16_n_converted_spectra_Pele_v01.csv
044_e4i006tr_S8_S9_L10_n_converted_spectra_Marduk_Fluctus-Rata_Patera_region_v01,Marduk Fluctus-Rata Patera region,-160.80000000300004,-35.1999999986,1996-12-19T13:40:20.00Z,4.3612,16.7488,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/044_e4i006tr_S8_S9_L10_n_converted_spectra_Marduk_Fluctus-Rata_Patera_region_v01.csv
045_e4i017tr_S8_S9_L17_n_converted_spectra_Pele_v01,Pele,-104.300000001,-18.3999999995,1996-12-19T15:56:15.00Z,2.948,69.2628,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/045_e4i017tr_S8_S9_L17_n_converted_spectra_Pele_v01.csv
046_e4i017tr_S9_S10_L1_n_converted_spectra_Marduk_Fluctus_region_v01,Marduk Fluctus region,-150.10000000000002,-28.3999999971,1996-12-19T15:56:15.00Z,0.8403,601.712,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/046_e4i017tr_S9_S10_L1_n_converted_spectra_Marduk_Fluctus_region_v01.csv
047_e4i017tr_S13_S14_L22_n_converted_spectra_Dazhbog_P.-Kinich_Ahau_P._region_v01,Dazhbog P.-Kinich Ahau P. region,-58.50000000199998,55.1000000006,1996-12-19T15:56:15.00Z,5.2101,58.434,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/047_e4i017tr_S13_S14_L22_n_converted_spectra_Dazhbog_P.-Kinich_Ahau_P._region_v01.csv
048_e4i017tr_S7_S8_L22_n_converted_spectra_Aten_P.-_Rarog_P._region_v01,Aten P.- Rarog P. region,-55.10000000100001,-41.4000000007,1996-12-19T15:56:15.00Z,5.2101,36.9678,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/048_e4i017tr_S7_S8_L22_n_converted_spectra_Aten_P.-_Rarog_P._region_v01.csv
049_e4i017tr_S12_S13_L24_n_converted_spectra_Loki_Patera_v01,Loki Patera,-51.20000000099998,12.6999999992,1996-12-19T15:56:15.00Z,5.2101,191.212,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/049_e4i017tr_S12_S13_L24_n_converted_spectra_Loki_Patera_v01.csv
050_e4i018tr_S8_S9_L17_n_converted_spectra_Pele_v01,Pele,-104.300000001,-18.3999999995,1996-12-19T15:57:25.00Z,2.3821,82.832,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/050_e4i018tr_S8_S9_L17_n_converted_spectra_Pele_v01.csv
051_e4i018tr_S8_S9_L21_n_converted_spectra_Ulgen_Patera_v01,Ulgen Patera,-72.30000000000001,-40.4000000009,1996-12-19T15:57:25.00Z,5.2101,19.6989,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/051_e4i018tr_S8_S9_L21_n_converted_spectra_Ulgen_Patera_v01.csv
052_e4i018tr_S12_S13_L24_n_converted_spectra_Loki_Patera_v01,Loki Patera,-51.20000000099998,12.6999999992,1996-12-19T15:57:25.00Z,5.2101,207.917,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/052_e4i018tr_S12_S13_L24_n_converted_spectra_Loki_Patera_v01.csv
053_e4i018tr_S14_S15_L21_n_converted_spectra_Dazhbog_Patera_v01,Dazhbog Patera,-58.50000000199998,55.1000000006,1996-12-19T15:57:25.00Z,5.2101,34.4465,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/053_e4i018tr_S14_S15_L21_n_converted_spectra_Dazhbog_Patera_v01.csv
054_e4i018tr_S9_S10_L1_n_converted_spectra_Marduk_Fluctus_region_v01,Marduk Fluctus region,-150.10000000000002,-28.3999999971,1996-12-19T15:57:25.00Z,2.3821,244.216,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/054_e4i018tr_S9_S10_L1_n_converted_spectra_Marduk_Fluctus_region_v01.csv
055_e4i019tr_S9_S10_L17_n_converted_spectra_Pele_v01,Pele,-104.300000001,-18.3999999995,1996-12-19T15:58:34.00Z,2.3821,70.1033,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/055_e4i019tr_S9_S10_L17_n_converted_spectra_Pele_v01.csv
056_e4i019tr_S12_S13_L23_n_converted_spectra_Loki_Patera_v01,Loki Patera,-51.20000000099998,12.6999999992,1996-12-19T15:58:34.00Z,5.2101,169.785,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/056_e4i019tr_S12_S13_L23_n_converted_spectra_Loki_Patera_v01.csv
057_e4i019tr_S13_S14_L22_n_converted_spectra_Dazhbog-Amaterasu_P._region_v01,Dazhbog-Amaterasu P. region,-58.50000000199998,55.1000000006,1996-12-19T15:58:34.00Z,5.2101,35.978,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/057_e4i019tr_S13_S14_L22_n_converted_spectra_Dazhbog-Amaterasu_P._region_v01.csv
058_e4i019tr_S9_S10_L1_n_converted_spectra_Marduk_Fluctus_region_v01,Marduk Fluctus region,-150.10000000000002,-28.3999999971,1996-12-19T15:58:34.00Z,1.8197,76.6379,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/058_e4i019tr_S9_S10_L1_n_converted_spectra_Marduk_Fluctus_region_v01.csv
059_e4i019tr_S8_S9_L22_n_converted_spectra_Aten_Patera_region_v01,Aten Patera region,-49.5,-48.1999999977,1996-12-19T15:58:34.00Z,5.2101,27.4442,PDS converted spectral_radiance,https://pds-atmospheres.nmsu.edu/PDS/data/PDS4/go_nims_io_rad/data_derived/unresolved_night/converted/059_e4i019tr_S8_S9_L22_n_converted_spectra_Aten_Patera_region_v01.csv
